Company_Name,Monthly_Visits,Price_Category,Avg_Tour_Price,Current_Monthly_Revenue,Additional_Monthly_Revenue,Additional_Annual_Revenue,Annual_OTA_Loss,Setup_Fee,Monthly_Fee,Total_Year_1_Cost,Total_Annual_Benefit,ROI_Percentage,Payback_Months,Profitable_Year_1
Fjord Tours AS,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Laspi Tour Operator,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Joyride Travel Inc,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Jetline Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Istriasun Travel Agency,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Lapland Safaris,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
JC Travel Ukraine,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Go Easy Travel Designers Bespoke Holiday Cruise & Land Options,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Matkapojat Oy,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Nancy McGee,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
MSW Travel Group,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Insight Travel Agency Turkey,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Hurlingham Travel Services LTD,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Fare Deals Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Libertrip,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Finest Holidays - Luxury Travel Worldwide,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Natura Viva,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Magical Vacations LLC,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Office de Tourisme de la Grande Plagne,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Grand Classroom,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Helen Holidays,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Lugos Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Gray Line Melbourne,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Mountain Threads,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Inspire,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Keijman Reizen,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
International Voyager Inc,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Nightly.travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Modenatur,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
NCL Tours,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Great Ocean Condos and Homes,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
JTA Travel,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Nordic Travel Istanbul,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Let's Take the Kids Travel Agency,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
MOTOROADS,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Lee's Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Mirrabac,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Frost Guiding,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Krayton Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Groupe Voyages VP,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Gabilatour,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
"Go Travel Club Australia, Sri Lanka",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
John Paul Pilgrimages and Tours,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Mountain Heaven Ltd,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Grandview Travel Inc,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Johnson Mill,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Orthodoxou Travel LCC,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Flexitreks,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
GrandVoyage,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Guru Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Mediacom 24-7 Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
"GTP Travel Group, LLC",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Fuji Turizm Seyahat Acentası,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Heidiland Tourismus AG,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Ongosa,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
GRUPO AIRMET,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Gala Yachting Turkey,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
McCabe World Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Latin America For Less / Peru For Less,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Mont Sutton,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Heliview Flights,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
North Shore Campground,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Flathead Travel Service,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Konrad Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Love the Mouse Travel,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Travel by Cami,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
"TTORG ""Tourist Tourism & Organization""",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Transcontinental Group,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Travel Servis,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Seamless Travel Agency,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
PalatinAlps (Durham University’s Ski Trip),2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
PUENTE CLUB TOUR OPERADOR S.A.,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
"The Cruise Experts International, Inc.",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Travelpack,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Papavero Villa Rentals,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
The Travel Collaborative,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Sea to Sky Gondola,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Tekton Ministries,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Swedish Lapland Visitors Board,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Precise.Travel Turkey,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
TRIPorganiser Scotland,2000,premium,210.0,8400.0,3359.999999999998,40319.99999999998,15120.0,3800,150,5600,44099.99999999998,787.4999999999997,1.5238095238095246,True
Rewards Travel China,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Travello,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Searcharter,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
VNC Asia Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Thun-Thunersee Tourismus,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Snowplacelikehome,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Sirius Travel Business Plus Lufthansa City Center,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Panorama World Tours & Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Top of Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Sundown Mountain Resort,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Travel & Cruise Desk,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
TourSales.com,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Rezervasyon.com,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Sara's Homestay,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Ski Bonjour,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Via Mondo Travel & Wellness,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
QuickBooker,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Switzerland Travel Centre,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Pelimatkat Sports Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Pura Aventura | Travel Positive®,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Tycoon Travel Club,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,3240.0,3800,150,5600,18089.99999999999,323.0357142857141,3.7147595356550602,True
Scenset,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
The London Helicopter,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Viajes EROSKI,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Skaneateles Area Chamber Of Commerce,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Resort Hotel Alex Zermatt,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
The Ski Club of Victoria,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Sport Hotels Resort & Spa S.A,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
SABERATOURS,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
SafariBookings,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Travel Faire,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Present Tour,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Travel Advisors International,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Samos Travel Services,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
TopFlight Travels,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Sidetours Incoming Services,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
"Viaggi Ramilli ""consulenti per chi ama viaggiare""",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Travelweek,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
UHPA - Association of Croatian Travel Agencies,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Viajes Marruecos,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Set Sail with Satoria,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Universal Places,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Viajes Pamplona,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
"The Trip Trotter, Inc.",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
"Travel Planners, Inc.",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
The Arctic Club Seattle - a DoubleTree by Hilton,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
The Classic Safari Company,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Uniglobe Carefree Travel Group,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
"Viajes Marimartur, S.L.",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Tripshepherd,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
SegitEasy Travel Agency and Tour Operator,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
VPT VIAJES PARA TODOS,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Tibet Discovery Tours,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
TripFlee Consolidator Private Limited,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Surfside Realty Company,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
San Juan Hut Systems,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Small Ship Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
VentureFar,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Scully Travel Group,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
The Turkey Tours,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Strand Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Snow Sport Vacations-Wholesaler for Ski and Snowboard Vacations,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Springboard Vacations,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Quikbook.com,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
UNAV,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Tarentaise Tours,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
UNIGLOBE Westland Travel & Uniglobe Holcar Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
The Exceptional Travel Company,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
The Travel Executives,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Polo Travel Ltd.,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Tatil.com,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Travel Sommelier,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
RocketSki,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Phillip Island Helicopters,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Toselli Tours,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
SENDAS DE EUROPA SL,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Politours 360,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
"THOR, Inc.",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Valley of Tourism,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Poe Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Tef Business Bookings,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
VANSATION,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Resecentrumgruppen AB,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Trentino holidays,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Tourhop,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
RASK Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
STS Alppimatkat,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
